SID,SEASON,NUMBER,BASIN,SUBBASIN,NAME,ISO_TIME,NATURE,LAT,LON,WMO_WIND,WMO_PRES,WMO_AGENCY,TRACK_TYPE,DIST2LAND,LANDFALL,IFLAG,USA_AGENCY,USA_ATCF_ID,USA_LAT,USA_LON,USA_RECORD,USA_STATUS,USA_WIND,USA_PRES,USA_SSHS,USA_R34_NE,USA_R34_SE,USA_R34_SW,USA_R34_NW,USA_R50_NE,USA_R50_SE,USA_R50_SW,USA_R50_NW,USA_R64_NE,USA_R64_SE,USA_R64_SW,USA_R64_NW,USA_POCI,USA_ROCI,USA_RMW,USA_EYE,TOKYO_LAT,TOKYO_LON,TOKYO_GRADE,TOKYO_WIND,TOKYO_PRES,TOKYO_R50_DIR,TOKYO_R50_LONG,TOKYO_R50_SHORT,TOKYO_R30_DIR,TOKYO_R30_LONG,TOKYO_R30_SHORT,TOKYO_LAND,CMA_LAT,CMA_LON,CMA_CAT,CMA_WIND,CMA_PRES,HKO_LAT,HKO_LON,HKO_CAT,HKO_WIND,HKO_PRES,KMA_LAT,KMA_LON,KMA_CAT,KMA_WIND,KMA_PRES,KMA_R50_DIR,KMA_R50_LONG,KMA_R50_SHORT,KMA_R30_DIR,KMA_R30_LONG,KMA_R30_SHORT,NEWDELHI_LAT,NEWDELHI_LON,NEWDELHI_GRADE,NEWDELHI_WIND,NEWDELHI_PRES,NEWDELHI_CI,NEWDELHI_DP,NEWDELHI_POCI,REUNION_LAT,REUNION_LON,REUNION_TYPE,REUNION_WIND,REUNION_PRES,REUNION_TNUM,REUNION_CI,REUNION_RMW,REUNION_R34_NE,REUNION_R34_SE,REUNION_R34_SW,REUNION_R34_NW,REUNION_R50_NE,REUNION_R50_SE,REUNION_R50_SW,REUNION_R50_NW,REUNION_R64_NE,REUNION_R64_SE,REUNION_R64_SW,REUNION_R64_NW,BOM_LAT,BOM_LON,BOM_TYPE,BOM_WIND,BOM_PRES,BOM_TNUM,BOM_CI,BOM_RMW,BOM_R34_NE,BOM_R34_SE,BOM_R34_SW,BOM_R34_NW,BOM_R50_NE,BOM_R50_SE,BOM_R50_SW,BOM_R50_NW,BOM_R64_NE,BOM_R64_SE,BOM_R64_SW,BOM_R64_NW,BOM_ROCI,BOM_POCI,BOM_EYE,BOM_POS_METHOD,BOM_PRES_METHOD,NADI_LAT,NADI_LON,NADI_CAT,NADI_WIND,NADI_PRES,WELLINGTON_LAT,WELLINGTON_LON,WELLINGTON_WIND,WELLINGTON_PRES,DS824_LAT,DS824_LON,DS824_STAGE,DS824_WIND,DS824_PRES,TD9636_LAT,TD9636_LON,TD9636_STAGE,TD9636_WIND,TD9636_PRES,TD9635_LAT,TD9635_LON,TD9635_WIND,TD9635_PRES,TD9635_ROCI,NEUMANN_LAT,NEUMANN_LON,NEUMANN_CLASS,NEUMANN_WIND,NEUMANN_PRES,MLC_LAT,MLC_LON,MLC_CLASS,MLC_WIND,MLC_PRES,USA_GUST,BOM_GUST,BOM_GUST_PER,REUNION_GUST,REUNION_GUST_PER,USA_SEAHGT,USA_SEARAD_NE,USA_SEARAD_SE,USA_SEARAD_SW,USA_SEARAD_NW,STORM_SPEED,STORM_DIR
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/14 3:00,TS,28.4,123, , , ,main,131,89,PPOOO__________, ,WP142022,28.3,123, ,TY,85,962,2,105,105,103,108,60,50,50,58,33,33,30,30,1005,200,27, ,28.4,123,5,80,955,9,60,60,9,150,150, ,28.4,123,5,93,945,28.4,123,T,80,960,28.4,122.9,TY,78,955,315,38,27,315,130,103, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9,340
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/14 6:00,TS,28.8,122.8,80,955,tokyo,main,89,49,OOOOO__________,jtwc_wp,WP142022,28.8,122.8, ,TY,85,962,2,100,105,105,105,60,60,60,55,30,30,30,30,1005,200,27,45,28.8,122.8,5,80,955,9,60,60,9,150,150,0,28.8,122.7,5,93,945,28.8,122.8,T,80,960,28.9,122.8,TY,78,955,315,38,27,315,130,103, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10,340
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/14 9:00,TS,29.3,122.5, , , ,main,49,38,PPOOO__________, ,WP142022,29.3,122.6, ,TY,80,965,1,100,98,93,103,55,45,45,53,35,28,28,35,1005,200,27, ,29.3,122.6,5,78,960,9,60,60,9,135,135, ,29.3,122.5,5,87,950,29.4,122.5,T,80,960,29.4,122.5,TY,76,960,315,38,27,315,130,103, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,340
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/14 12:00,TS,29.9,122.3,75,965,tokyo,main,40,36,OOOOO__________,jtwc_wp,WP142022,29.9,122.3, ,TY,75,968,1,100,90,80,100,50,30,30,50,40,25,25,40,1005,200,27, ,29.9,122.3,5,75,965,9,60,60,9,120,120,0,29.9,122.3,4,77,965,29.9,122.3,T,75,965,30,122.3,TY,72,965,292,38,27,292,124,97, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,340
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/14 15:00,TS,30.5,122, , , ,main,45,0,PPOOO__________, ,WP142022,30.5,122.2, ,TY,70,973,1,95,90,80,90,48,33,28,50,33,20,18,25,1005,188,26, ,30.6,122,5,70,970,9,60,60,9,120,120, ,30.5,121.9,4,77,965,30.5,121.9,T,65,972,30.4,122.1,TY,68,970,270,38,27,270,108,81, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,335
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/14 18:00,TS,31.2,121.7,65,975,tokyo,main,0,0,OOOOO__________,jtwc_wp,WP142022,31.2,122, ,TY,65,978,1,90,90,80,80,45,35,25,50,25,15,10,10,1005,175,25, ,31.3,121.6,5,65,975,9,60,60,9,120,120,0,31.2,121.5,4,64,975,31.2,121.5,STS,60,975,31.2,121.7,STS,62,975,270,32,27,270,97,70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,335
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/14 21:00,TS,31.9,121.3, , , ,main,0,0,PPOPO__________, ,WP142022,32,121.5, ,TY,60,980,0,90,90,78,80,45,40,30,43, , , , ,1004,153,25, ,32,121.3,5,58,980,9, , ,9,120,105, ,31.9,121.2,3,58,980,31.9,121.1,STS,55,980,31.9,121.3,STS,56,980,247,32,27,247,92,65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,335
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/15 0:00,TS,32.7,120.9,50,985,tokyo,main,0,0,OOOOO__________,jtwc_wp,WP142022,32.8,121, ,TS,55,981,0,90,90,75,80,45,45,35,35, , , , ,1002,130,25, ,32.7,121,4,50,985,0, , ,2,120,90,0,32.6,120.8,3,54,985,32.6,120.8,STS,50,984,32.7,120.9,STS,52,985,225,32,27,225,92,65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15,340
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/15 3:00,TS,33.4,120.6, , , ,main,0,0,PPOPO__________, ,WP142022,33.5,120.7, ,TS,50,985,0,73,63,58,68,22,22,17,17, , , , ,1002,130,23, ,33.4,120.7,4,48,988,0, , ,2,120,90, ,33.3,120.5,3,48,988,33.3,120.6,STS,45,987,33.3,120.6,STS,52,985,225,32,27,225,92,65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,345
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/15 6:00,TS,34,120.5,45,990,tokyo,main,18,9,OOOOO__________,jtwc_wp,WP142022,34.1,120.5, ,TS,45,989,0,55,35,40,55, , , , , , , , ,1002,130,20, ,34,120.5,3,45,990,0, , ,2,120,90,0,34,120.5,2,44,990,34,120.5,TS,40,990,34,120.5,TS,47,990, , , ,225,92,65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,350
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/15 9:00,TS,34.7,120.4, , , ,main,43,43,PPOPO__________, ,WP142022,34.7,120.4, ,TS,43,992,0,48,33,25,43, , , , , , , , ,1002,125,20, ,34.6,120.4,3,43,991,0, , ,2,120,90, ,34.7,120.4,2,44,990,34.6,120.4,TS,40,990,34.7,120.4,TS,47,990, , , ,225,92,65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,355
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/15 12:00,TS,35.2,120.3,40,992,tokyo,main,57,24,OOOOO__________,jtwc_wp,WP142022,35.3,120.4, ,TS,40,995,0,40,30,10,30, , , , , , , , ,1002,120,20, ,35.2,120.4,3,40,992,0, , ,2,120,90,0,35.3,120.3,2,44,990,35.2,120.3,TS,40,990,35.2,120.3,TS,45,992, , , ,225,92,65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11,0
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/15 15:00,TS,35.8,120.4, , , ,main,24,0,PPOPO__________, ,WP142022,35.9,120.4, ,TS,38,995,0, , , , , , , , , , , , ,1004,180,30, ,35.7,120.5,3,40,992,0, , ,2,120,90, ,35.9,120.4,2,44,990,35.8,120.4,TS,35,991,35.7,120.4,TS,45,992, , , ,225,92,65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12,10
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/15 18:00,TS,36.4,120.6,40,992,tokyo,main,0,0,OOOOO__________,jtwc_wp,WP142022,36.5,120.6, ,TS,35,995,0, , , , , , , , , , , , ,1006,240,40, ,36.3,120.8,3,40,992,0, , ,2,120,90,0,36.5,120.5,2,44,990,36.5,120.6,TD,30,992,36.4,120.6,TS,45,992, , , ,225,92,65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13,15
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/15 21:00,TS,37.1,120.9, , , ,main,0,0,PPO_O__________, ,WP142022,37.2,120.8, ,TS,33,996,-1, , , , , , , , , , , , ,1006,240,30, ,37,121.1,3, ,993,0, , ,2, , , ,37,120.7,2,44,990, , ,TD, , ,37.1,120.8,TS,45,992, , , ,225,92,65, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,20
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/16 0:00,MX,37.8,121.3, ,994,tokyo,main,28,28,OOO_O__________,jtwc_wp,WP142022,37.8,121.2, ,TD,30,997,-1, , , , , , , , , , , , ,1006,240,20, ,37.7,121.5,6, ,994,0, , ,0, , ,0,37.8,121.2,2,44,990, , , , , ,37.9,121.1,L,41,994, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,30
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/16 3:00,MX,38.5,121.9, , , ,main,51,22,PPO____________, ,WP142022,38.3,121.7, ,TD,28,998,-1, , , , , , , , , , , , ,1005,190,25, ,38.3,122.1,6, ,994,0, , ,0, , , ,38.8,121.9,2,44,992, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,18,35
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/16 6:00,MX,39.2,122.6, ,994,tokyo,main,23,0,OOO____________,jtwc_wp,WP142022,38.9,122.3, ,TD,25,998,-1, , , , , , , , , , , , ,1003,140,30, ,39.1,122.8,6, ,994,0, , ,0, , ,0,39.6,122.5,2,38,995, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22,35
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/16 9:00,MX,40.3,123.6, , , ,main,0,0,PPO____________, ,WP142022,39.8,123.1, ,TD,20,999,-1, , , , , , , , , , , , ,1003,140,30, ,40.2,123.6,6, ,997,0, , ,0, , , ,40.6,123.8,2,38,998, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,27,35
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/16 12:00,MX,41.4,124.6, ,1000,tokyo,main,0,0,OOO____________,jtwc_wp,WP142022,40.9,124, ,DB,15,999,-3, , , , , , , , , , , , ,1003,140,30, ,41.4,124.6,6, ,1000,0, , ,0, , ,0,41.5,124.7,9,29,1000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26,40
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/16 15:00,ET,42.3,125.9, , , ,main,0,0,_PO____________, ,WP142022, , , ,DB, , ,-3, , , , , , , , , , , , , , , , ,42.3,125.8,6, ,1002,0, , ,0, , , ,42.3,126,9,25,1002, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,23,50
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/16 18:00,ET,42.9,127, ,1004,tokyo,main,0,0,_OO____________, , , , , , , , ,-5, , , , , , , , , , , , , , , , ,42.9,127,6, ,1004,0, , ,0, , ,0,42.8,127.1,9,25,1002, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,19,55
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/16 21:00,ET,43.4,128.1, , , ,main,0,0,_PO____________, , , , , , , , ,-5, , , , , , , , , , , , , , , , ,43.3,128.1,6, ,1005,0, , ,0, , , ,43.5,128.1,9,19,1005, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,16,65
2022247N26147,2022,66,WP,MM,MUIFA,2022/9/17 0:00,ET,43.6,129, ,1006,tokyo,main,0, ,_O_____________, , , , , , , , ,-5, , , , , , , , , , , , , , , , ,43.6,129,6, ,1006,0, , ,0, , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,70
